"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"Studienteilnahme";"Trust_Car_1";"Trust_Car_2";"Trust_Car_3";"car_check";"Manip_Check_1";"Manip_Check_2";"Manip_Check_3";"car_comp1";"car_comp2";"car_comp3";"car_comp4";"car_comp5";"car_consc1";"car_consc2";"car_consc3";"car_consc4";"car_consc5";"car_consc6";"driv_comp1";"driv_comp2";"driv_comp3";"driv_comp4";"driv_comp5";"driv_consc1";"driv_consc2";"driv_consc3";"driv_consc4";"Resp_Bic";"Resp_Car";"Resp_Driver";"Resp_Producer";"Sex";"Age";"Car_Owner";"km_year";"Education";"Occupation";"Occupation_Sonst";"Income";"Quality_1";"Quality_2";"Quality_3";"Quality_4";"Quality_5";"Quality_6";"ext_host";"ip_addr";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail"
"238";"0";"0";"31";"3878440";"-77";"921";"2";"1";"6";"4";"1";"7";"7";"2";"1";"6";"5";"5";"5";"5";"5";"5";"5";"6";"4";"5";"4";"6";"6";"6";"6";"6";"4";"4";"4";"4";"4";"4";"1";"1";"26";"1";"22000";"5";"2";"-99";"3";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"ce9e32679f00b82cbd83efd5ff769d2c";"1";"0";"1572103198";"2019-10-26 15:19:58";"2019-10-26 15:35:19";"0000-00-00 00:00:00"
"240";"0";"0";"31";"3878440";"-77";"373";"6";"1";"3";"3";"3";"10";"1";"6";"5";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"3";"2";"3";"3";"3";"1";"1";"1";"1";"4";"5";"4";"3";"1";"45";"1";"35000";"5";"7";"-99";"5";"1";"1";"7";"5";"1";"5";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"0";"0";"-77";"-77";"bf97459d6764e24694cd629d2523420e";"1";"0";"1572106001";"2019-10-26 16:06:41";"2019-10-26 16:12:54";"0000-00-00 00:00:00"
"241";"0";"0";"31";"3878440";"-77";"309";"3";"1";"1";"1";"1";"2";"3";"4";"5";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"4";"2";"5";"2";"0";"-99";"2";"-99";"5";"7";"-99";"0";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878439,3878439,3878440";"1";"1";"0";"-77";"-77";"1e3a0e4dd54c064b6cb95244f23de5c8";"1";"0";"1572114844";"2019-10-26 18:34:04";"2019-10-26 18:39:13";"0000-00-00 00:00:00"
"242";"0";"0";"31";"3878440";"-77";"827";"1";"1";"1";"1";"2";"8";"2";"6";"5";"4";"1";"7";"3";"4";"4";"5";"5";"4";"1";"3";"5";"5";"5";"5";"4";"2";"3";"3";"4";"6";"2";"6";"5";"2";"25";"1";"15000";"4";"7";"-99";"3";"1";"6";"5";"5";"1";"5";"-99";"-99";"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-A520F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"0";"0";"-77";"-77";"9065e4fad4ad198a0aead38356563e93";"1";"0";"1572118520";"2019-10-26 19:35:20";"2019-10-26 19:49:07";"0000-00-00 00:00:00"
"243";"0";"0";"31";"3878440";"-77";"770";"5";"1";"1";"1";"1";"10";"7";"2";"1";"2";"3";"3";"2";"2";"2";"5";"5";"5";"4";"4";"3";"3";"3";"3";"3";"5";"5";"4";"4";"2";"6";"1";"1";"1";"25";"1";"25000";"3";"3";"-99";"0";"3";"7";"7";"7";"1";"6";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"0";"0";"-77";"-77";"055250d3c5fc829fdfc938335169c081";"1";"0";"1572118525";"2019-10-26 19:35:25";"2019-10-26 19:48:15";"0000-00-00 00:00:00"
"245";"0";"0";"31";"3878440";"-77";"348";"4";"1";"3";"6";"4";"9";"2";"5";"3";"5";"4";"4";"4";"4";"4";"4";"4";"4";"3";"2";"7";"7";"7";"7";"7";"3";"3";"3";"2";"4";"4";"6";"5";"2";"34";"2";"300";"5";"1";"-99";"1";"7";"4";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"0";"0";"-77";"-77";"38e7f2ace86094d11c53d4ed57342f4e";"1";"0";"1572156230";"2019-10-27 06:03:50";"2019-10-27 06:09:38";"0000-00-00 00:00:00"
"246";"0";"0";"31";"3878440";"-77";"1249";"3";"1";"7";"5";"4";"6";"4";"5";"5";"3";"4";"3";"3";"4";"4";"5";"5";"5";"5";"4";"7";"6";"6";"6";"6";"7";"7";"7";"7";"1";"4";"4";"7";"2";"54";"1";"15000";"3";"2";"-99";"1";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 7.0; SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.92 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"1565719787154c1b17a6bf7c026cb992";"1";"0";"1572158952";"2019-10-27 06:49:12";"2019-10-27 07:10:01";"0000-00-00 00:00:00"
"254";"0";"0";"31";"3878440";"-77";"714";"2";"1";"4";"4";"3";"7";"5";"5";"3";"6";"6";"5";"5";"5";"3";"3";"3";"2";"2";"2";"3";"4";"5";"5";"4";"5";"5";"5";"5";"1";"6";"5";"5";"2";"50";"1";"20000";"4";"6";"-99";"2";"7";"5";"6";"5";"1";"5";"-99";"-99";"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-A320FL) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878436,3878437,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"d35ce50c26a1a74097a07c01637160da";"1";"0";"1572169098";"2019-10-27 09:38:18";"2019-10-27 09:50:12";"0000-00-00 00:00:00"
"262";"0";"0";"31";"3878440";"-77";"421";"5";"1";"4";"3";"2";"8";"1";"7";"2";"1";"4";"3";"4";"4";"4";"4";"3";"5";"1";"1";"5";"6";"6";"6";"6";"2";"2";"4";"3";"4";"4";"1";"6";"2";"55";"1";"15000";"4";"6";"-99";"5";"4";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"0b91f4b13a4b53149d41cd9110970c37";"1";"0";"1572174841";"2019-10-27 11:14:01";"2019-10-27 11:21:02";"0000-00-00 00:00:00"
"265";"0";"0";"32";"3878440";"-77";"-1";"4";"1";"4";"5";"6";"11";"3";"5";"5";"7";"7";"7";"7";"7";"6";"6";"5";"6";"4";"4";"7";"1";"1";"1";"1";"7";"7";"7";"7";"1";"1";"1";"7";"1";"75";"1";"8000";"3";"5";"-99";"2";"7";"1";"7";"7";"7";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; SM-A505FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878438,3878438,3878438,3878438,3878438,3878438,3878438,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"1ef10d53bd6dc17c8214191a7cd5f56c";"1";"0";"1572178450";"2019-10-27 12:14:10";"2019-10-27 13:04:19";"0000-00-00 00:00:00"
"267";"0";"0";"31";"3878440";"-77";"682";"2";"1";"1";"4";"1";"4";"7";"1";"1";"7";"7";"1";"7";"7";"1";"1";"1";"4";"1";"1";"7";"7";"7";"7";"7";"5";"5";"5";"7";"6";"6";"1";"7";"2";"55";"1";"15000";"2";"2";"-99";"2";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; SM-A750FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.62 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"1";"0";"-77";"-77";"9cfc09cb5703fe34c625ca1be58ec94b";"1";"0";"1572178945";"2019-10-27 12:22:25";"2019-10-27 12:33:47";"0000-00-00 00:00:00"
"270";"0";"0";"31";"3878440";"-77";"614";"5";"1";"4";"4";"4";"9";"1";"6";"2";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"6";"2";"3";"3";"3";"6";"5";"4";"5";"5";"2";"2";"4";"2";"52";"1";"20000";"5";"6";"-99";"0";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; MAR-LX1A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.62 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"1";"0";"-77";"-77";"3df26508a7b29700353f9aad741970a0";"1";"0";"1572184281";"2019-10-27 13:51:21";"2019-10-27 14:01:35";"0000-00-00 00:00:00"
"273";"0";"0";"31";"3878440";"-77";"2182";"3";"1";"4";"6";"5";"9";"1";"1";"5";"5";"5";"5";"6";"6";"1";"1";"1";"1";"1";"1";"7";"7";"7";"7";"7";"3";"3";"2";"2";"1";"3";"7";"1";"2";"65";"1";"70000";"3";"1";"-99";"3";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878430,3878430,3878432,3878435,3878436,3878437,3878437,3878437,3878437,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"032c7a70cf9cc44dd207685b3d56d3ce";"1";"0";"1572186771";"2019-10-27 14:32:51";"2019-10-27 15:09:13";"0000-00-00 00:00:00"
"279";"0";"0";"31";"3878440";"-77";"782";"6";"1";"1";"1";"3";"9";"1";"4";"1";"6";"5";"5";"5";"5";"4";"4";"5";"5";"1";"1";"7";"7";"7";"7";"7";"1";"1";"1";"1";"1";"7";"4";"6";"2";"57";"1";"10000";"3";"3";"-99";"2";"1";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"33c93bfc3a04617404377525a124a3fe";"1";"0";"1572193280";"2019-10-27 16:21:20";"2019-10-27 16:34:22";"0000-00-00 00:00:00"
"280";"0";"0";"31";"3878440";"-77";"827";"1";"1";"2";"1";"2";"3";"1";"7";"2";"3";"3";"2";"3";"2";"5";"4";"6";"5";"4";"4";"6";"5";"5";"7";"5";"3";"3";"3";"4";"1";"1";"6";"6";"1";"37";"1";"30000";"5";"7";"-99";"4";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 6.3; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"604f6827ad5fee355bedd471d06abe06";"1";"0";"1572194634";"2019-10-27 16:43:54";"2019-10-27 16:57:41";"0000-00-00 00:00:00"
"283";"0";"0";"31";"3878440";"-77";"1355";"5";"1";"3";"1";"2";"8";"5";"2";"2";"5";"2";"4";"4";"4";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"5";"5";"5";"5";"1";"7";"1";"7";"2";"52";"1";"10000";"3";"3";"-99";"3";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"0";"0";"-77";"-77";"852ecfa270e4e45c8e3821e15f21e9eb";"1";"0";"1572201819";"2019-10-27 18:43:39";"2019-10-27 19:06:14";"0000-00-00 00:00:00"
"284";"0";"0";"31";"3878440";"-77";"310";"1";"1";"3";"4";"3";"9";"1";"5";"4";"6";"3";"4";"5";"5";"4";"3";"3";"3";"3";"3";"4";"3";"2";"5";"5";"2";"3";"2";"3";"5";"4";"5";"3";"2";"23";"1";"10000";"5";"7";"-99";"1";"5";"5";"6";"2";"1";"3";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/MessengerForiOS;FBDV/iPhone10,6;FBMD/iPhone;FBSN/iOS;FBSV/13.1.3;FBSS/3;FBID/phone;FBLC/de_DE;FBOP/5]";"http://m.facebook.com";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"a55a58ccb50f0b572a12b2baf978891f";"1";"0";"1572242864";"2019-10-28 06:07:44";"2019-10-28 06:12:54";"0000-00-00 00:00:00"
"286";"0";"0";"31";"3878440";"-77";"373";"2";"1";"2";"3";"4";"9";"7";"1";"1";"7";"7";"7";"7";"7";"4";"4";"3";"3";"2";"2";"4";"4";"4";"4";"4";"2";"2";"2";"2";"1";"1";"7";"7";"1";"58";"1";"50000";"2";"5";"-99";"5";"4";"4";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"0";"0";"-77";"-77";"23191b45add0c149795307db56b6d759";"1";"0";"1572248536";"2019-10-28 07:42:16";"2019-10-28 07:48:29";"0000-00-00 00:00:00"
"287";"0";"0";"31";"3878440";"-77";"511";"3";"1";"3";"6";"4";"4";"3";"2";"1";"6";"4";"4";"2";"5";"2";"2";"2";"2";"3";"2";"4";"2";"2";"2";"2";"7";"6";"6";"6";"1";"6";"4";"1";"2";"48";"1";"1000";"3";"2";"-99";"3";"4";"1";"6";"6";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; FIG-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.62 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"0";"0";"-77";"-77";"6ce899fa7d8832f2c2978d8680e71cad";"1";"0";"1572260471";"2019-10-28 11:01:11";"2019-10-28 11:09:42";"0000-00-00 00:00:00"
"289";"0";"0";"31";"3878440";"-77";"425";"2";"1";"2";"2";"2";"10";"6";"4";"2";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"3";"5";"5";"5";"2";"28";"1";"30000";"4";"6";"-99";"3";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"0";"0";"-77";"-77";"886b1029411a9ee661812d5b9810bb74";"1";"0";"1572276184";"2019-10-28 15:23:04";"2019-10-28 15:30:09";"0000-00-00 00:00:00"
"291";"0";"0";"31";"3878440";"-77";"465";"5";"1";"3";"1";"4";"10";"6";"4";"1";"7";"6";"6";"6";"6";"6";"6";"7";"7";"6";"5";"4";"4";"5";"4";"4";"5";"5";"5";"5";"1";"7";"1";"7";"2";"21";"2";"1500";"5";"1";"-99";"1";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 7.0; SM-A310F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.62 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"0";"0";"-77";"-77";"87579d675b8a343f5ba0e32b99afce26";"1";"0";"1572278496";"2019-10-28 16:01:36";"2019-10-28 16:09:21";"0000-00-00 00:00:00"
"292";"0";"0";"31";"3878440";"-77";"1692";"1";"1";"1";"3";"3";"3";"2";"6";"2";"6";"4";"4";"4";"4";"5";"5";"3";"4";"5";"4";"4";"4";"4";"4";"4";"5";"5";"3";"5";"2";"4";"6";"4";"2";"51";"1";"10000";"3";"2";"-99";"2";"4";"3";"7";"7";"1";"5";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878437,3878437,3878438,3878438,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"68c886e326d997953f47c31399d8bcfb";"1";"0";"1572279663";"2019-10-28 16:21:03";"2019-10-28 16:49:15";"0000-00-00 00:00:00"
"293";"0";"0";"31";"3878440";"-77";"1457";"3";"1";"2";"2";"6";"8";"2";"4";"5";"6";"6";"6";"5";"6";"4";"4";"4";"6";"1";"1";"6";"6";"6";"6";"6";"4";"4";"4";"4";"1";"3";"7";"5";"1";"26";"1";"12000";"5";"7";"-99";"1";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"4090957399557406ea3367b8a1ac07a3";"1";"0";"1572282098";"2019-10-28 17:01:38";"2019-10-28 17:25:55";"0000-00-00 00:00:00"
"296";"0";"0";"31";"3878440";"-77";"938";"4";"1";"4";"4";"4";"8";"1";"5";"2";"5";"4";"5";"5";"6";"4";"4";"3";"6";"1";"1";"7";"7";"7";"7";"7";"7";"7";"5";"7";"3";"5";"6";"1";"2";"62";"1";"10000";"3";"4";"-99";"2";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 6.0; JERRY) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878439,3878439,3878440";"0";"0";"0";"-77";"-77";"34ab9f3ba1c59fa616f874c7fa2f4c7c";"1";"0";"1572285108";"2019-10-28 17:51:48";"2019-10-28 18:07:26";"0000-00-00 00:00:00"
"297";"0";"0";"31";"3878440";"-77";"546";"1";"1";"3";"3";"3";"10";"1";"1";"1";"3";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"4";"4";"4";"4";"5";"6";"6";"5";"5";"2";"4";"5";"4";"2";"59";"1";"5000";"5";"2";"-99";"2";"7";"1";"7";"7";"1";"6";"-99";"-99";"Mozilla/5.0 (Linux; Android 4.1.1; GT-I8190 Build/JRO03H) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.166 Mobile Safari/535.19";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878438,3878439,3878440";"0";"0";"0";"-77";"-77";"4ac7f7a1f7489c00abd3fd259953ecba";"1";"0";"1572285119";"2019-10-28 17:51:59";"2019-10-28 18:01:05";"0000-00-00 00:00:00"
"298";"0";"0";"31";"3878440";"-77";"674";"6";"1";"1";"2";"1";"8";"1";"7";"1";"1";"1";"1";"2";"1";"7";"7";"7";"1";"7";"6";"7";"7";"5";"5";"4";"7";"7";"7";"5";"1";"7";"7";"7";"1";"53";"1";"22000";"4";"2";"-99";"4";"7";"2";"7";"6";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; SM-A505FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"b2a204737f5b7a820e4ec696b36c4093";"1";"0";"1572285564";"2019-10-28 17:59:24";"2019-10-28 18:10:38";"0000-00-00 00:00:00"
"300";"0";"0";"31";"3878440";"-77";"854";"4";"1";"7";"1";"2";"10";"5";"4";"3";"3";"4";"3";"4";"4";"4";"5";"3";"3";"4";"3";"3";"4";"4";"4";"4";"3";"3";"4";"4";"4";"7";"4";"6";"2";"60";"1";"15000";"2";"3";"-99";"3";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"0";"0";"-77";"-77";"23928dee7bef75db535adf2912ddfd64";"1";"0";"1572285791";"2019-10-28 18:03:11";"2019-10-28 18:17:25";"0000-00-00 00:00:00"
"302";"0";"0";"31";"3878440";"-77";"859";"1";"1";"4";"4";"5";"4";"2";"4";"2";"6";"4";"4";"4";"4";"4";"4";"4";"4";"5";"4";"5";"3";"3";"3";"3";"4";"4";"4";"4";"2";"4";"5";"4";"2";"36";"1";"5000";"5";"7";"-99";"5";"3";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; SM-N960F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"0";"0";"-77";"-77";"cfa6837fc623d22a17cfb2b44a3bbfff";"1";"0";"1572285939";"2019-10-28 18:05:39";"2019-10-28 18:19:58";"0000-00-00 00:00:00"
"303";"0";"0";"31";"3878440";"-77";"370";"5";"1";"4";"4";"4";"6";"7";"1";"1";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"3";"4";"4";"4";"4";"4";"4";"4";"4";"1";"5";"1";"5";"1";"22";"1";"20000";"5";"2";"-99";"2";"5";"3";"5";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G960F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"0";"0";"-77";"-77";"a5d61ccedb5aef73fffa4048db85686e";"1";"0";"1572286106";"2019-10-28 18:08:26";"2019-10-28 18:14:36";"0000-00-00 00:00:00"
